t [s],v [É m/sec]
239.69,2.821
239.7,2.7
239.71,2.86
239.72,3.52
239.73,4.237
239.74,4.308
239.75,3.994
239.76,3.768
239.77,3.138
239.78,2.853
239.79,3.039
239.8,3.533
239.81,3.621
239.82,3.682
239.83,3.353
239.84,3.238
239.85,2.203
239.86,0.48
239.87,-1.758
239.88,-3.805
239.89,-5.445
239.9,-6.998
239.91,-8.259
239.92,-9.11
239.93,-9.804
239.94,-10.448
239.95,-10.918
239.96,-11.167
239.97,-11.531
239.98,-11.273
239.99,-10.358
240,-8.551
240.01,-6.057
240.02,-2.45
240.03,1.483
240.04,5.301
240.05,8.047
240.06,10.223
240.07,12.116
240.08,13.816
240.09,14.926
240.1,15.212
240.11,14.93
240.12,14.481
240.13,13.547
240.14,12.319
240.15,10.954
240.16,9.268
240.17,6.951
240.18,4.463
240.19,1.44
240.2,-1.185
240.21,-3.713
240.22,-6.513
240.23,-8.767
240.24,-10.684
240.25,-12.423
240.26,-14.177
240.27,-15.204
240.28,-16.071
240.29,-16.373
240.3,-15.502
240.31,-13.96
240.32,-11.987
240.33,-9.86
240.34,-7.794
240.35,-4.944
240.36,-2.188
240.37,0.136
240.38,1.659
240.39,3.251
240.4,4.687
240.41,6.975
240.42,8.769
240.43,10.043
240.44,10.895
240.45,11.806
240.46,12.483
240.47,12.433
240.48,12.196
240.49,11.678
240.5,10.792
240.51,9.36
240.52,7.807
240.53,5.375
240.54,2.998
240.55,1.267
240.56,-0.148
240.57,-1.148
240.58,-2.183
240.59,-3.478
240.6,-5.199
240.61,-7.129
240.62,-9.035
240.63,-10.833
240.64,-11.579
240.65,-12.463
240.66,-12.208
240.67,-11.738
240.68,-10.616
240.69,-9.211
240.7,-7.193
240.71,-4.732
240.72,-1.853
240.73,0.617
240.74,2.621
240.75,4.292
240.76,6.08
240.77,7.716
240.78,8.575
240.79,8.979
240.8,9.487
240.81,10.144
240.82,10.414
240.83,10.022
240.84,9.118
240.85,7.481
240.86,5.263
240.87,2.925
240.88,0.8
240.89,-0.548
240.9,-2.565
240.91,-4.581
240.92,-6.433
240.93,-7.667
240.94,-8.125
240.95,-7.838
240.96,-7.003
240.97,-6.393
240.98,-6.139
240.99,-5.934
241,-4.461
241.01,-2.551
241.02,-0.809
241.03,1.14
241.04,2.749
241.05,3.776
241.06,4.652
241.07,5.057
241.08,5.083
241.09,4.474
241.1,3.453
241.11,1.857
241.12,0.244
241.13,-1.119
241.14,-2.401
241.15,-3.412
241.16,-3.702
241.17,-3.613
241.18,-3.289
241.19,-2.732
241.2,-2.081
241.21,-1.591
241.22,-0.735
241.23,-0.487
241.24,-0.291
241.25,-0.056
241.26,0.385
241.27,0.868
241.28,1.153
241.29,1.588
241.3,1.82
241.31,1.836
241.32,2.061
241.33,1.996
241.34,2.141
241.35,1.498
241.36,0.615
241.37,-0.286
241.38,-1.807
241.39,-3.502
241.4,-4.963
241.41,-5.765
241.42,-6.585
241.43,-6.915
241.44,-7.55
241.45,-8.663
241.46,-9.615
241.47,-10.453
241.48,-10.404
241.49,-9.649
241.5,-8.655
241.51,-7.403
241.52,-5.395
241.53,-2.955
241.54,-0.139
241.55,2.726
241.56,5.857
241.57,8.704
241.58,10.967
241.59,13.013
241.6,14.219
241.61,14.343
241.62,14.231
241.63,13.703
241.64,12.628
241.65,10.941
241.66,8.054
241.67,4.902
241.68,0.945
241.69,-2.97
241.7,-7.359
241.71,-11.772
241.72,-15.535
241.73,-19.034
241.74,-22.226
241.75,-24.414
241.76,-25.849
241.77,-26.793
241.78,-27.173
241.79,-25.979
241.8,-24.297
241.81,-22.141
241.82,-19.424
241.83,-15.972
241.84,-12.463
241.85,-8.243
241.86,-3.058
241.87,2.089
241.88,7.314
241.89,12.717
241.9,17.228
241.91,21.085
241.92,24.457
241.93,27.271
241.94,28.605
241.95,29.113
241.96,28.527
241.97,26.644
241.98,24.021
241.99,20.499
242,16.03
242.01,11.54
242.02,6.577
242.03,1.582
242.04,-3.041
242.05,-7.761
242.06,-11.741
242.07,-15.206
242.08,-17.691
242.09,-19.072
242.1,-20.27
242.11,-20.73
242.12,-20.602
242.13,-20.129
242.14,-19.224
242.15,-17.561
242.16,-14.961
242.17,-12.056
242.18,-8.957
242.19,-6.23
242.2,-3.417
242.21,-0.466
242.22,2.302
242.23,4.628
242.24,7.1
242.25,9.486
242.26,11.599
242.27,13.464
242.28,15.138
242.29,16.197
242.3,16.577
242.31,16.727
242.32,16.549
242.33,16.735
242.34,16.657
242.35,15.836
242.36,14.375
242.37,12.176
242.38,9.125
242.39,6.158
242.4,3.356
242.41,-0.062
242.42,-2.959
242.43,-5.079
242.44,-6.772
242.45,-7.647
242.46,-7.993
242.47,-8.148
242.48,-8.105
242.49,-8.036
242.5,-7.678
242.51,-7.453
242.52,-6.614
242.53,-5.571
242.54,-4.231
242.55,-2.992
242.56,-1.61
242.57,0.146
242.58,2.391
242.59,4.232
242.6,5.542
242.61,6.995
242.62,8.279
242.63,9.676
242.64,11.043
242.65,11.968
242.66,12.449
242.67,12.628
242.68,12.646
242.69,12.077
242.7,11.837
242.71,11.047
242.72,10.092
242.73,9.019
242.74,8.361
242.75,7.777
242.76,6.794
242.77,5.814
242.78,5.388
242.79,5.249
242.8,5.604
242.81,5.886
242.82,5.577
242.83,4.833
242.84,4.554
242.85,2.814
242.86,0.768
242.87,-1.542
242.88,-3.523
242.89,-5.814
242.9,-7.998
242.91,-9.972
242.92,-11.867
242.93,-13.414
242.94,-14.466
242.95,-15.097
242.96,-15.607
242.97,-15.304
242.98,-15.04
242.99,-14.429
243,-12.873
243.01,-10.843
243.02,-8.8
243.03,-6.521
243.04,-3.547
243.05,-0.098
243.06,2.896
243.07,6.274
243.08,9.786
243.09,13.055
243.1,16.39
243.11,19.552
243.12,22.928
243.13,25.476
243.14,26.631
243.15,27.343
243.16,26.463
243.17,24.145
243.18,20.848
243.19,16.466
243.2,11.546
243.21,6.339
243.22,0.519
243.23,-5.851
243.24,-12.03
243.25,-17.815
243.26,-22.858
243.27,-26.868
243.28,-30.003
243.29,-31.396
243.3,-31.255
243.31,-30.414
243.32,-28.509
243.33,-25.617
243.34,-22.006
243.35,-17.63
243.36,-12.293
243.37,-6.273
243.38,0.617
243.39,6.752
243.4,12.206
243.41,16.802
243.42,19.936
243.43,22.644
243.44,24.426
243.45,25.608
243.46,25.501
243.47,24.459
243.48,22.866
243.49,20.678
243.5,17.879
243.51,14.455
243.52,10.523
243.53,6.5
243.54,2.648
243.55,-1.049
243.56,-4.283
243.57,-6.68
243.58,-8.486
243.59,-10.901
243.6,-13.795
243.61,-16.687
243.62,-18.657
243.63,-18.926
243.64,-18.42
243.65,-18.132
243.66,-17.738
243.67,-16.759
243.68,-15.545
243.69,-12.967
243.7,-10.187
243.71,-6.749
243.72,-4.169
243.73,-2.508
243.74,-1.046
243.75,0.521
243.76,2.425
243.77,4.657
243.78,6.19
243.79,6.822
243.8,6.953
243.81,7.423
243.82,7.899
243.83,8.801
243.84,9.608
243.85,10.037
243.86,9.723
243.87,9.128
243.88,8.366
243.89,7.703
243.9,7.139
243.91,6.542
243.92,5.387
243.93,3.9
243.94,2.653
243.95,1.882
243.96,1.165
243.97,-0.32
243.98,-1.972
243.99,-4.148
244,-6.377
244.01,-8.195
244.02,-9.684
244.03,-10.831
244.04,-11.836
244.05,-11.92
244.06,-11.862
244.07,-11.391
244.08,-10.217
244.09,-8.936
244.1,-8.12
244.11,-7.039
244.12,-6.024
244.13,-4.547
244.14,-2.419
244.15,0.022
244.16,2.196
244.17,3.954
244.18,5.791
244.19,7.77
244.2,9.012
244.21,9.276
244.22,9.104
244.23,8.807
244.24,8.203
244.25,7.945
244.26,7.365
244.27,6.423
244.28,5.442
244.29,4.522
244.3,3.037
244.31,1.669
244.32,0.543
244.33,-0.783
244.34,-1.798
244.35,-2.036
244.36,-2.347
244.37,-2.512
244.38,-3.317
244.39,-4.778
244.4,-5.721
244.41,-6.479
244.42,-6.771
244.43,-7.213
244.44,-8.145
244.45,-9.09
244.46,-9.637
244.47,-9.945
244.48,-9.313
244.49,-8.832
244.5,-8.886
244.51,-9.575
244.52,-10.298
244.53,-10.249
244.54,-9.477
244.55,-7.974
244.56,-5.998
244.57,-3.984
244.58,-2.282
244.59,-0.997
244.6,0.234
244.61,0.871
244.62,1.709
244.63,2.703
244.64,3.841
244.65,4.584
244.66,5.073
244.67,5.672
244.68,6.691
244.69,6.832
244.7,6.869
244.71,6.233
244.72,5.166
244.73,3.463
244.74,1.78
244.75,0.649
244.76,-0.857
244.77,-2.957
244.78,-5.086
244.79,-7.339
244.8,-9.641
244.81,-11.689
244.82,-13.304
244.83,-14.283
244.84,-14.273
244.85,-13.616
244.86,-12.396
244.87,-10.296
244.88,-7.823
244.89,-5.559
244.9,-2.891
244.91,-0.024
244.92,2.729
244.93,5.743
244.94,8.302
244.95,10.484
244.96,12.773
244.97,14.641
244.98,16.033
244.99,16.882
245,16.73
245.01,16.068
245.02,14.352
245.03,11.537
245.04,8.236
245.05,4.007
245.06,-1.018
245.07,-5.436
245.08,-9.526
245.09,-13.23
245.1,-16.139
245.11,-18.647
245.12,-20.542
245.13,-22.043
245.14,-22.761
245.15,-22.757
245.16,-21.486
245.17,-18.926
245.18,-15.73
245.19,-12.414
245.2,-8.826
245.21,-4.633
245.22,-0.036
245.23,4.633
245.24,9.082
245.25,13.991
245.26,18.408
245.27,21.962
245.28,25.052
245.29,27.233
245.3,27.932
245.31,27.383
245.32,25.237
245.33,22.666
245.34,19.286
245.35,15.093
245.36,10.301
245.37,5.523
245.38,0.8
245.39,-3.716
245.4,-8.294
245.41,-12.234
245.42,-15.64
245.43,-18.947
245.44,-21.564
245.45,-22.265
245.46,-22.08
245.47,-21.202
245.48,-19.278
245.49,-16.724
245.5,-14.102
245.51,-10.734
245.52,-7.369
245.53,-4.313
245.54,-1.478
245.55,1.671
245.56,4.385
245.57,7.632
245.58,11.219
245.59,15.1
245.6,18.883
245.61,22.042
245.62,23.869
245.63,25.053
245.64,25.619
245.65,25.785
245.66,24.73
245.67,22.928
245.68,20.316
245.69,16.478
245.7,11.975
245.71,7.611
245.72,3.127
245.73,-1.134
245.74,-4.771
245.75,-8.702
245.76,-12.487
245.77,-15.206
245.78,-17.076
245.79,-18.436
245.8,-18.864
245.81,-19.429
245.82,-19.121
245.83,-17.672
245.84,-14.559
245.85,-11.383
245.86,-7.591
245.87,-2.794
245.88,2.504
245.89,7.799
245.9,12.402
245.91,16.407
245.92,19.493
245.93,21.109
245.94,21.269
245.95,20.779
245.96,19.916
245.97,18.632
245.98,16.798
245.99,14.306
246,11.51
246.01,8.036
246.02,4.432
246.03,0.583
246.04,-3.385
246.05,-7.909
246.06,-11.71
246.07,-14.503
246.08,-16.83
246.09,-17.867
246.1,-17.775
246.11,-16.985
246.12,-16.103
246.13,-15.606
246.14,-14.514
246.15,-13.179
246.16,-10.905
246.17,-8.275
246.18,-5.299
246.19,-2.208
246.2,0.828
246.21,4.291
246.22,7.655
246.23,10.641
246.24,13.12
246.25,15.396
246.26,17.344
246.27,18.676
246.28,19.864
246.29,21.041
246.3,21.755
246.31,21.539
246.32,20.142
246.33,18.366
246.34,15.645
246.35,12.183
246.36,8.003
246.37,3.195
246.38,-1.941
246.39,-6.861
246.4,-11.026
246.41,-14.619
246.42,-17.667
246.43,-20.205
246.44,-22.414
246.45,-24.49
246.46,-25.681
246.47,-26.115
246.48,-25.478
246.49,-23.133
246.5,-19.768
246.51,-16.348
246.52,-12.769
246.53,-8.715
246.54,-4.173
246.55,0.701
246.56,6.431
246.57,11.765
246.58,16.617
246.59,21.475
246.6,25.289
246.61,27.925
246.62,29.458
246.63,30.122
246.64,29.536
246.65,27.146
246.66,23.687
246.67,20.029
246.68,15.401
246.69,10.632
246.7,4.978
246.71,-1.056
246.72,-6.573
246.73,-11.779
246.74,-17.275
246.75,-21.916
246.76,-25.649
246.77,-28.615
246.78,-30.096
246.79,-30.889
246.8,-30.725
246.81,-29.786
246.82,-27.856
246.83,-25.604
246.84,-22.759
246.85,-18.801
246.86,-14.332
246.87,-9.365
246.88,-4.094
246.89,0.918
246.9,5.825
246.91,10.923
246.92,15.638
246.93,19.831
246.94,22.935
246.95,25.104
246.96,26.652
246.97,27.399
246.98,27.793
246.99,27.597
247,26.237
247.01,23.734
247.02,20.51
247.03,16.146
247.04,11.024
247.05,4.949
247.06,-1.237
247.07,-7.226
247.08,-13.056
247.09,-18.871
247.1,-23.699
247.11,-27.673
247.12,-30.205
247.13,-31.248
247.14,-30.787
247.15,-28.96
247.16,-25.983
247.17,-22.222
247.18,-18.081
247.19,-13.73
247.2,-9.393
247.21,-4.131
247.22,1.415
247.23,6.732
247.24,11.016
247.25,14.857
247.26,18.129
247.27,20.946
247.28,23.134
247.29,24.05
247.3,24.349
247.31,23.539
247.32,22.491
247.33,20.778
247.34,18.165
247.35,14.864
247.36,11.235
247.37,7.612
247.38,4.452
247.39,1.446
247.4,-1.501
247.41,-4.204
247.42,-7.713
247.43,-10.243
247.44,-11.924
247.45,-13.407
247.46,-14.897
247.47,-15.966
247.48,-16.457
247.49,-16.625
247.5,-16.19
247.51,-14.958
247.52,-13.748
247.53,-11.952
247.54,-9.238
247.55,-7.06
247.56,-4.334
247.57,-1.486
247.58,1.597
247.59,4.744
247.6,7.932
247.61,10.681
247.62,13.375
247.63,16.046
247.64,18.198
247.65,19.231
247.66,19.537
247.67,18.6
247.68,17.333
247.69,15.555
247.7,12.999
247.71,10.089
247.72,6.656
247.73,2.809
247.74,0.153
247.75,-2.06
247.76,-3.997
247.77,-6.495
247.78,-9.024
247.79,-10.79
247.8,-11.46
247.81,-11.708
247.82,-11.232
247.83,-9.859
247.84,-8.296
247.85,-6.026
247.86,-3.514
247.87,-1.732
247.88,-0.191
247.89,1.38
247.9,3.133
247.91,4.267
247.92,5.143
247.93,5.997
247.94,6.264
247.95,6.573
247.96,6.474
247.97,5.458
247.98,3.491
247.99,1.236
248,-1.539
248.01,-4.681
248.02,-7.308
248.03,-9.851
248.04,-12.404
248.05,-14.406
248.06,-15.73
248.07,-16.809
248.08,-17.506
248.09,-17.687
248.1,-17.206
248.11,-16.567
248.12,-14.804
248.13,-12.075
248.14,-8.48
248.15,-4.591
248.16,-1.293
248.17,1.919
248.18,5.582
248.19,9.433
248.2,13.856
248.21,17.445
248.22,20.161
248.23,22.051
248.24,23.482
248.25,23.493
248.26,22.962
248.27,22.028
248.28,19.398
248.29,15.269
248.3,10.437
248.31,5.681
248.32,0.208
248.33,-5.292
248.34,-11.039
248.35,-16.484
248.36,-21.98
248.37,-26.344
248.38,-29.335
248.39,-31.565
248.4,-33.135
248.41,-32.551
248.42,-31.335
248.43,-29.201
248.44,-25.785
248.45,-21.847
248.46,-16.916
248.47,-10.808
248.48,-4.291
248.49,2.573
248.5,9.358
248.51,16.068
248.52,22.438
248.53,28.202
248.54,32.671
248.55,35.822
248.56,37.105
248.57,36.511
248.58,34.87
248.59,31.972
248.6,28.097
248.61,23.124
248.62,17.64
248.63,11.193
248.64,4.351
248.65,-2.934
248.66,-9.971
248.67,-16.504
248.68,-22.383
248.69,-27.551
248.7,-31.774
248.71,-34.566
248.72,-35.832
248.73,-36.125
248.74,-35.216
248.75,-32.504
248.76,-28.595
248.77,-23.503
248.78,-17.881
248.79,-11.506
248.8,-4.493
248.81,2.489
248.82,8.998
248.83,14.927
248.84,20.779
248.85,25.778
248.86,30.661
248.87,35.464
248.88,38.786
248.89,40.478
248.9,40.72
248.91,39.243
248.92,36.218
248.93,32.237
248.94,27.514
248.95,21.801
248.96,14.251
248.97,5.882
248.98,-2.303
248.99,-9.707
249,-16.126
249.01,-22.262
249.02,-27.519
249.03,-31.282
249.04,-34.269
249.05,-36.38
249.06,-37.002
249.07,-35.96
249.08,-33.335
249.09,-29.868
249.1,-25.447
249.11,-19.988
249.12,-13.405
249.13,-5.671
249.14,2.498
249.15,9.847
249.16,16.632
249.17,22.355
249.18,27.078
249.19,30.786
249.2,33.199
249.21,33.698
249.22,33.127
249.23,31.632
249.24,29.181
249.25,25.843
249.26,21.748
249.27,16.656
249.28,11.045
249.29,4.855
249.3,-1.839
249.31,-7.896
249.32,-12.906
249.33,-17.373
249.34,-21.315
249.35,-24.552
249.36,-26.516
249.37,-27.217
249.38,-26.125
249.39,-23.869
249.4,-20.92
249.41,-18.03
249.42,-14.405
249.43,-10.323
249.44,-5.772
249.45,-0.304
249.46,5.149
249.47,9.494
249.48,13.585
249.49,16.766
249.5,19.387
249.51,20.837
249.52,21.768
249.53,21.562
249.54,20.407
249.55,18.342
249.56,15.223
249.57,12.059
249.58,9.143
249.59,6.245
249.6,2.987
249.61,-0.698
249.62,-3.665
249.63,-6.288
249.64,-8.281
249.65,-9.717
249.66,-11.241
249.67,-13.169
249.68,-14.631
249.69,-15.6
249.7,-16.099
249.71,-15.708
249.72,-14.071
249.73,-12.157
249.74,-10.575
249.75,-8.527
249.76,-6.689
249.77,-4.466
249.78,-2.24
249.79,-0.316
249.8,1.505
249.81,2.779
249.82,3.488
249.83,4.371
249.84,5.076
249.85,5.946
249.86,6.417
249.87,6.827
249.88,7.158
249.89,7.577
249.9,7.914
249.91,8.291
249.92,8.416
249.93,8.011
249.94,7.146
249.95,6.927
249.96,6.983
249.97,6.894
249.98,6.95
249.99,7.287
250,7.851
250.01,7.85
250.02,7.288
250.03,6.646
250.04,5.668
250.05,4.557
250.06,2.879
250.07,0.47
250.08,-2.302
250.09,-4.757
250.1,-7.942
250.11,-10.816
250.12,-12.879
250.13,-14.782
250.14,-16.647
250.15,-18.207
250.16,-18.787
250.17,-18.001
250.18,-17.309
250.19,-15.467
250.2,-12.718
250.21,-9.702
250.22,-6.475
250.23,-2.569
250.24,1.094
250.25,5.365
250.26,9.573
250.27,13.393
250.28,16.267
250.29,18.624
250.3,20.547
250.31,22.134
250.32,22.36
250.33,22.069
250.34,20.758
250.35,18.068
250.36,14.658
250.37,11.055
250.38,7.052
250.39,2.737
250.4,-1.614
250.41,-5.958
250.42,-9.964
250.43,-14.037
250.44,-17.853
250.45,-20.653
250.46,-23.114
250.47,-24.609
250.48,-25.802
250.49,-26.335
250.5,-25.824
250.51,-24.383
250.52,-22.352
250.53,-19.488
250.54,-16.081
250.55,-12.325
250.56,-7.942
250.57,-3.878
250.58,0.411
250.59,4.526
250.6,8.113
250.61,11.47
250.62,14.371
250.63,16.888
250.64,18.402
250.65,19.338
250.66,19.925
250.67,19.834
250.68,19.506
250.69,18.646
250.7,17.211
250.71,15.316
250.72,12.977
250.73,9.839
250.74,6.095
250.75,2.927
250.76,0
250.77,-2.827
250.78,-5.262
250.79,-7.315
250.8,-9.574
250.81,-11.777
250.82,-13.113
250.83,-13.59
250.84,-13.938
250.85,-13.912
250.86,-13.946
250.87,-13.584
250.88,-12.093
250.89,-10.249
250.9,-7.53
250.91,-4.749
250.92,-2.504
250.93,-0.207
250.94,1.826
250.95,4.3
250.96,7.372
250.97,9.976
250.98,11.534
250.99,12.692
251,13.64
251.01,14.737
251.02,15.395
251.03,15.145
251.04,14.94
251.05,14.405
251.06,13.689
251.07,13.003
251.08,11.588
251.09,9.689
251.1,7.644
251.11,4.885
251.12,2.034
251.13,-0.553
251.14,-3.252
251.15,-6.083
251.16,-8.658
251.17,-10.411
251.18,-11.977
251.19,-13.391
251.2,-14.357
251.21,-14.611
251.22,-14.214
251.23,-14.011
251.24,-12.844
251.25,-11.492
251.26,-10.079
251.27,-7.975
251.28,-5
251.29,-1.501
251.3,2.118
251.31,5.213
251.32,8.21
251.33,9.904
251.34,11.182
251.35,12.825
251.36,14.034
251.37,14.675
251.38,14.507
251.39,13.676
251.4,12.633
251.41,11.081
251.42,9.349
251.43,7.433
251.44,5.368
251.45,3.403
251.46,0.774
251.47,-1.959
251.48,-4.586
251.49,-6.634
251.5,-8.118
251.51,-9.41
251.52,-9.956
251.53,-10.21
251.54,-9.75
251.55,-8.972
251.56,-8.172
251.57,-7.215
251.58,-5.881
251.59,-4.987
251.6,-4.173
251.61,-2.817
251.62,-1.354
251.63,-0.101
251.64,0.68
251.65,1.535
251.66,1.874
251.67,1.765
251.68,0.772
251.69,-0.348
251.7,-0.979
251.71,-1.37
251.72,-2.088
251.73,-2.917
251.74,-4.121
251.75,-5.623
251.76,-7.001
251.77,-7.707
251.78,-7.598
251.79,-7.676
251.8,-7.455
251.81,-7.114
251.82,-6.22
251.83,-4.518
251.84,-2.504
251.85,-0.004
251.86,2.946
251.87,5.86
251.88,8.211
251.89,10.882
251.9,12.593
251.91,13.222
251.92,13.488
251.93,13.499
251.94,12.814
251.95,11.793
251.96,10.129
251.97,7.337
251.98,3.438
251.99,-0.302
252,-4.287
252.01,-8.215
252.02,-12.229
252.03,-15.801
252.04,-19.04
252.05,-21.669
252.06,-23.751
252.07,-25.315
252.08,-26.021
252.09,-25.478
252.1,-24.103
252.11,-22.305
252.12,-19.175
252.13,-14.866
252.14,-9.861
252.15,-4.004
252.16,1.704
252.17,6.888
252.18,11.818
252.19,16.316
252.2,20.215
252.21,23.472
252.22,25.847
252.23,26.664
252.24,25.819
252.25,24.284
252.26,22.135
252.27,19.547
252.28,16.651
252.29,13.103
252.3,8.95
252.31,4.366
252.32,-0.655
252.33,-5.642
252.34,-10.071
252.35,-14.469
252.36,-17.905
252.37,-20.286
252.38,-21.939
252.39,-22.877
252.4,-22.717
252.41,-22.468
252.42,-21.639
252.43,-20.324
252.44,-18.681
252.45,-16.616
252.46,-13.613
252.47,-10.118
252.48,-6.248
252.49,-2.225
252.5,1.933
252.51,6.036
252.52,9.482
252.53,13.09
252.54,15.908
252.55,17.944
252.56,19.115
252.57,19.538
252.58,19.381
252.59,18.428
252.6,17.201
252.61,16.201
252.62,14.449
252.63,11.772
252.64,9.05
252.65,5.271
252.66,1.16
252.67,-2.522
252.68,-5.701
252.69,-8.058
252.7,-10.421
252.71,-12.51
252.72,-13.903
252.73,-13.975
252.74,-13.185
252.75,-12.162
252.76,-10.854
252.77,-9.666
252.78,-8.015
252.79,-6.131
252.8,-3.614
252.81,-1.489
252.82,0.591
252.83,2.584
252.84,4.433
252.85,5.905
252.86,6.929
252.87,7.603
252.88,8.109
252.89,8.463
252.9,8.463
252.91,7.839
252.92,7.116
252.93,6.523
252.94,5.641
252.95,4.907
252.96,4.137
252.97,3.082
252.98,1.52
252.99,-0.311
253,-2.345
253.01,-3.648
253.02,-4.093
253.03,-3.899
253.04,-3.841
253.05,-3.86
253.06,-3.9
253.07,-3.508
253.08,-2.552
253.09,-1.736
253.1,-0.887
253.11,0.175
253.12,1.077
253.13,2.398
253.14,3.63
253.15,4.362
253.16,4.527
253.17,4.249
253.18,3.461
253.19,2.99
253.2,2.995
253.21,2.777
253.22,1.983
253.23,1.196
253.24,0.336
253.25,-0.582
253.26,-1.376
253.27,-2.482
253.28,-2.835
253.29,-3.032
253.3,-2.892
253.31,-1.762
253.32,-0.787
253.33,0.623
253.34,2.426
253.35,3.466
253.36,4.449
253.37,5.481
253.38,6.326
253.39,7.155
253.4,8.149
253.41,9.442
253.42,9.863
253.43,9.698
253.44,9.568
253.45,9.198
253.46,7.793
253.47,6.125
253.48,4.093
253.49,1.872
253.5,-1.127
253.51,-4.351
253.52,-7.316
253.53,-9.254
253.54,-10.367
253.55,-10.988
253.56,-11.819
253.57,-11.678
253.58,-10.565
253.59,-9.087
253.6,-7.554
253.61,-5.156
253.62,-1.969
253.63,1.053
253.64,3.993
253.65,6.514
253.66,8.278
253.67,10.075
253.68,11.157
253.69,11.869
253.7,12.155
253.71,11.88
253.72,11.284
253.73,9.977
253.74,8.587
253.75,6.863
253.76,4.343
253.77,1.823
253.78,-0.642
253.79,-3.511
253.8,-6.917
253.81,-9.981
253.82,-12.672
253.83,-14.334
253.84,-15.764
253.85,-17.085
253.86,-17.779
253.87,-17.554
253.88,-16.643
253.89,-15.116
253.9,-12.985
253.91,-9.98
253.92,-6.365
253.93,-2.497
253.94,1.57
253.95,5.836
253.96,9.88
253.97,13.188
253.98,16.078
253.99,18.516
254,20.301
254.01,20.771
254.02,20.607
254.03,19.922
254.04,18.207
254.05,15.561
254.06,11.967
254.07,7.515
254.08,2.853
254.09,-2.622
254.1,-8.51
254.11,-13.249
254.12,-17.033
254.13,-19.624
254.14,-21.439
254.15,-22.66
254.16,-23.301
254.17,-22.962
254.18,-21.143
254.19,-18.586
254.2,-15.106
254.21,-10.765
254.22,-6.064
254.23,-1.173
254.24,3.859
254.25,8.721
254.26,13.134
254.27,16.753
254.28,19.185
254.29,20.678
254.3,21.758
254.31,21.275
254.32,20.177
254.33,18.836
254.34,17.733
254.35,15.254
254.36,12.157
254.37,9.023
254.38,5.205
254.39,1.586
254.4,-2.12
254.41,-5.747
254.42,-9.079
254.43,-11.502
254.44,-13.107
254.45,-14.723
254.46,-15.61
254.47,-15.79
254.48,-15.592
254.49,-15.073
254.5,-13.769
254.51,-11.735
254.52,-9.803
254.53,-7.889
254.54,-5.36
254.55,-3.013
254.56,-0.368
254.57,2.725
254.58,5.982
254.59,8.84
254.6,11.031
254.61,12.596
254.62,13.16
254.63,13.504
254.64,13.919
254.65,14.215
254.66,13.362
254.67,12.005
254.68,10.535
254.69,8.632
254.7,6.577
254.71,4.849
254.72,2.728
254.73,0.323
254.74,-1.629
254.75,-2.883
254.76,-4.432
254.77,-5.928
254.78,-7.937
254.79,-10.867
254.8,-13.658
254.81,-16.262
254.82,-18.514
254.83,-19.688
254.84,-20.043
254.85,-20.054
254.86,-20.226
254.87,-19.823
254.88,-18.38
254.89,-15.562
254.9,-11.773
254.91,-7.646
254.92,-4.279
254.93,-1.307
254.94,1.832
254.95,5.569
254.96,8.999
254.97,12.285
254.98,15.087
254.99,16.999
255,18.787
255.01,20.241
255.02,21.033
255.03,21.639
255.04,20.991
255.05,19.915
255.06,18.319
255.07,16.242
255.08,13.512
255.09,10.381
255.1,6.832
255.11,3.076
255.12,-1.093
255.13,-5.347
255.14,-9.373
255.15,-13.141
255.16,-16.335
255.17,-19.065
255.18,-21.325
255.19,-23.063
255.2,-24.295
255.21,-24.639
255.22,-24.029
255.23,-22.335
255.24,-20.073
255.25,-17.265
255.26,-14.183
255.27,-10.618
255.28,-6.186
255.29,-1.403
255.3,3.881
255.31,9.416
255.32,14.774
255.33,19.44
255.34,23.254
255.35,26.371
255.36,28.347
255.37,29.182
255.38,29.651
255.39,28.763
255.4,26.92
255.41,23.775
255.42,19.456
255.43,14.308
255.44,8.799
255.45,2.769
255.46,-3.512
255.47,-9.939
255.48,-15.991
255.49,-22.018
255.5,-27.565
255.51,-31.661
255.52,-34.757
255.53,-36.506
255.54,-36.988
255.55,-35.916
255.56,-33.208
255.57,-28.697
255.58,-23.64
255.59,-17.932
255.6,-11.262
255.61,-4.507
255.62,2.455
255.63,9.385
255.64,16.225
255.65,22.054
255.66,27.548
255.67,32.205
255.68,34.878
